symbol,date,open,high,low,close,volume,adjclose,dividends,splits
aapl,2018-11-12,47.625,48.74250030517578,47.3650016784668,48.38249969482422,147713200,46.43804931640625,0.0,0.0
aapl,2018-11-19,47.5,47.67499923706055,43.025001525878906,43.0724983215332,657994800,41.341453552246094,0.0,0.0
aapl,2018-11-26,43.560001373291016,45.70000076293945,42.564998626708984,44.64500045776367,854999600,42.85074234008789,0.0,0.0
aapl,2018-12-03,46.1150016784668,46.23500061035156,42.07500076293945,42.122501373291016,670107200,40.42963409423828,0.0,0.0
aapl,2018-12-10,41.25,43.14250183105469,40.83250045776367,41.369998931884766,870150800,39.70737838745117,0.0,0.0
aapl,2018-12-17,41.36249923706055,42.087501525878906,37.407501220703125,37.682498931884766,1150777200,36.16807556152344,0.0,0.0
aapl,2018-12-24,37.037498474121094,39.630001068115234,36.647499084472656,39.057498931884766,764640800,37.4878044128418,0.0,0.0
aapl,2018-12-31,39.63249969482422,39.84000015258789,35.5,37.064998626708984,887850000,35.57538604736328,0.0,0.0
aapl,2019-01-07,37.17499923706055,38.63249969482422,36.474998474121094,38.0724983215332,814824400,36.542388916015625,0.0,0.0
aapl,2019-01-14,37.712501525878906,39.470001220703125,37.30500030517578,39.20500183105469,621168000,37.629390716552734,0.0,0.0
aapl,2019-01-21,39.102500915527344,39.532501220703125,37.92499923706055,39.439998626708984,450006400,37.85494613647461,0.0,0.0
aapl,2019-01-28,38.9474983215332,42.25,38.415000915527344,41.630001068115234,809187200,39.956932067871094,0.0,0.0
aapl,2019-02-04,41.852500915527344,43.89250183105469,41.81999969482422,42.602500915527344,605593600,40.89033889770508,0.1825,0.0
aapl,2019-02-11,42.76250076293945,43.119998931884766,42.3125,42.60499954223633,448918400,41.0681266784668,0.0,0.0
aapl,2019-02-18,42.4275016784668,43.33000183105469,42.372501373291016,43.24250030517578,325000400,41.6826171875,0.0,0.0
aapl,2019-02-25,43.540000915527344,43.967498779296875,43.182498931884766,43.74250030517578,483522400,42.164588928222656,0.0,0.0
aapl,2019-03-04,43.92250061035156,44.4375,42.375,43.227500915527344,467119200,41.66816711425781,0.0,0.0
aapl,2019-03-11,43.872501373291016,46.83250045776367,43.837501525878906,46.529998779296875,632534000,44.85153579711914,0.0,0.0
aapl,2019-03-18,46.45000076293945,49.42250061035156,46.182498931884766,47.76250076293945,729373200,46.039581298828125,0.0,0.0
aapl,2019-03-25,47.877498626708984,48.220001220703125,46.14500045776367,47.48749923706055,671354400,45.774497985839844,0.0,0.0
aapl,2019-04-01,47.90999984741211,49.275001525878906,47.095001220703125,49.25,446161600,47.47342300415039,0.0,0.0
aapl,2019-04-08,49.10499954223633,50.712501525878906,49.0525016784668,49.717498779296875,528026800,47.92405700683594,0.0,0.0
aapl,2019-04-15,49.64500045776367,51.037498474121094,49.502498626708984,50.96500015258789,385342400,49.126556396484375,0.0,0.0
aapl,2019-04-22,50.70750045776367,52.119998931884766,50.529998779296875,51.07500076293945,389981600,49.23259353637695,0.0,0.0
aapl,2019-04-29,51.099998474121094,53.82749938964844,49.77750015258789,52.9375,745822400,51.02790451049805,0.0,0.0
aapl,2019-05-06,51.0724983215332,52.209999084472656,48.192501068115234,49.29499816894531,694654400,47.51679992675781,0.1925,0.0
aapl,2019-05-13,46.9275016784668,48.11750030517578,45.712501525878906,47.25,745662000,45.7209587097168,0.0,0.0
aapl,2019-05-20,45.880001068115234,47.0,44.45249938964844,44.74250030517578,627880400,43.29459762573242,0.0,0.0
aapl,2019-05-27,44.72999954223633,45.147499084472656,43.747501373291016,43.76750183105469,418765600,42.35116195678711,0.0,0.0
aapl,2019-06-03,43.900001525878906,47.97999954223633,42.567501068115234,47.537498474121094,617392800,45.9991569519043,0.0,0.0
aapl,2019-06-10,47.95249938964844,49.1974983215332,47.57500076293945,48.185001373291016,447372400,46.62570571899414,0.0,0.0
aapl,2019-06-17,48.224998474121094,50.212501525878906,48.04249954223633,49.69499969482422,526635600,48.08683776855469,0.0,0.0
aapl,2019-06-24,49.6349983215332,50.39250183105469,48.8224983215332,49.47999954223633,469474000,47.87879180908203,0.0,0.0
aapl,2019-07-01,50.79249954223633,51.27000045776367,50.162498474121094,51.057498931884766,291262800,49.40525817871094,0.0,0.0
aapl,2019-07-08,50.20249938964844,51.09749984741211,49.602500915527344,50.82500076293945,406402800,49.18027114868164,0.0,0.0
aapl,2019-07-15,51.022499084472656,51.625,50.59000015258789,50.647499084472656,349566400,49.008514404296875,0.0,0.0
aapl,2019-07-22,50.912498474121094,52.432498931884766,50.90250015258789,51.935001373291016,348612800,50.25434875488281,0.0,0.0
aapl,2019-07-29,52.1150016784668,55.342498779296875,50.407501220703125,51.005001068115234,879082000,49.35445022583008,0.0,0.0
aapl,2019-08-05,49.497501373291016,50.88249969482422,48.14500045776367,50.247501373291016,692845600,48.6214599609375,0.1925,0.0
aapl,2019-08-12,49.904998779296875,53.03499984741211,49.787498474121094,51.625,644382400,50.14418029785156,0.0,0.0
aapl,2019-08-19,52.654998779296875,53.61000061035156,50.25,50.65999984741211,567620000,49.20686721801758,0.0,0.0
aapl,2019-08-26,51.46500015258789,52.61249923706055,50.83000183105469,52.185001373291016,439958400,50.6881217956543,0.0,0.0
aapl,2019-09-02,51.60749816894531,53.60499954223633,51.05500030517578,53.314998626708984,329948400,51.785709381103516,0.0,0.0
aapl,2019-09-09,53.709999084472656,56.60499954223633,52.76750183105469,54.6875,701467600,53.11883544921875,0.0,0.0
aapl,2019-09-16,54.432498931884766,55.939998626708984,54.36750030517578,54.432498931884766,569162000,52.871150970458984,0.0,0.0
aapl,2019-09-23,54.73749923706055,55.622501373291016,54.28499984741211,54.70500183105469,465780800,53.135841369628906,0.0,0.0
aapl,2019-09-30,55.224998474121094,57.05500030517578,53.782501220703125,56.752498626708984,634486800,55.12459945678711,0.0,0.0
aapl,2019-10-07,56.567501068115234,59.40999984741211,56.08250045776367,59.0525016784668,588705600,57.35862731933594,0.0,0.0
aapl,2019-10-14,58.724998474121094,59.532501220703125,58.29999923706055,59.102500915527344,422709600,57.407203674316406,0.0,0.0
aapl,2019-10-21,59.380001068115234,61.682498931884766,59.33000183105469,61.64500045776367,388122000,59.876766204833984,0.0,0.0
aapl,2019-10-28,61.85499954223633,63.98249816894531,59.314998626708984,63.95500183105469,654221600,62.120506286621094,0.0,0.0
aapl,2019-11-04,64.3324966430664,65.11000061035156,63.842498779296875,65.03500366210938,423960800,63.169525146484375,0.1925,0.0
aapl,2019-11-11,64.57499694824219,66.44499969482422,64.56999969482422,66.44000244140625,461333600,64.72798156738281,0.0,0.0
aapl,2019-11-18,66.44999694824219,67.0,65.0999984741211,65.44499969482422,455825200,63.75862503051758,0.0,0.0
aapl,2019-11-25,65.67749786376953,67.0,65.625,66.8125,301081200,65.09088134765625,0.0,0.0
aapl,2019-12-02,66.81749725341797,67.75,64.07250213623047,67.67749786376953,456599200,65.93356323242188,0.0,0.0
aapl,2019-12-09,67.5,68.82499694824219,66.22750091552734,68.7874984741211,568117600,67.0149917602539,0.0,0.0
aapl,2019-12-16,69.25,70.6624984741211,69.24500274658203,69.86000061035156,732720000,68.05984497070312,0.0,0.0
aapl,2019-12-23,70.13249969482422,73.49250030517578,70.09249877929688,72.44999694824219,386438000,70.58309936523438,0.0,0.0
aapl,2019-12-30,72.36499786376953,75.1500015258789,71.30500030517578,74.35749816894531,526723200,72.44145202636719,0.0,0.0
aapl,2020-01-06,73.44750213623047,78.1675033569336,73.1875,77.5824966430664,670091600,75.58336639404297,0.0,0.0
aapl,2020-01-13,77.91000366210938,79.68499755859375,77.38749694824219,79.68250274658203,652055600,77.62923431396484,0.0,0.0
aapl,2020-01-20,79.29750061035156,80.8324966430664,78.9124984741211,79.57749938964844,463685200,77.52694702148438,0.0,0.0
aapl,2020-01-27,77.51499938964844,81.9625015258789,76.22000122070312,77.37750244140625,866734800,75.38363647460938,0.0,0.0
aapl,2020-02-03,76.07499694824219,81.30500030517578,75.55500030517578,80.00749969482422,652341200,77.94586181640625,0.1925,0.0
aapl,2020-02-10,78.54499816894531,81.80500030517578,78.4625015258789,81.23750305175781,492263600,79.3320083618164,0.0,0.0
aapl,2020-02-17,78.83999633789062,81.1624984741211,77.625,78.26249694824219,476635200,76.42679595947266,0.0,0.0
aapl,2020-02-24,74.31500244140625,76.04499816894531,64.09249877929688,68.33999633789062,1398039200,66.73701477050781,0.0,0.0
aapl,2020-03-02,70.56999969482422,76.0,69.43000030517578,72.25749969482422,1293800800,70.56262969970703,0.0,0.0
aapl,2020-03-09,65.9375,71.61000061035156,62.0,69.49250030517578,1616839600,67.86250305175781,0.0,0.0
aapl,2020-03-16,60.48749923706055,64.7699966430664,57.0,57.310001373291016,1620263600,55.96574783325195,0.0,0.0
aapl,2020-03-23,57.02000045776367,64.66999816894531,53.15250015258789,61.935001373291016,1384190000,60.482261657714844,0.0,0.0
aapl,2020-03-30,62.685001373291016,65.62249755859375,59.224998474121094,60.352500915527344,837010800,58.93687438964844,0.0,0.0
aapl,2020-04-06,62.724998474121094,67.92500305175781,62.345001220703125,66.99749755859375,735437600,65.42601013183594,0.0,0.0
aapl,2020-04-13,67.07749938964844,72.0625,66.4574966430664,70.69999694824219,829547200,69.04167175292969,0.0,0.0
aapl,2020-04-20,69.48750305175781,70.75250244140625,66.35749816894531,70.74250030517578,678844800,69.08317565917969,0.0,0.0
aapl,2020-04-27,70.44999694824219,74.75,69.55000305175781,72.26750183105469,790054000,70.5724105834961,0.0,0.0
aapl,2020-05-04,72.2925033569336,77.5875015258789,71.58000183105469,77.53250122070312,672706400,75.71390533447266,0.205,0.0
aapl,2020-05-11,77.0250015258789,79.92250061035156,75.05249786376953,76.92749786376953,834147600,75.32644653320312,0.0,0.0
aapl,2020-05-18,78.2925033569336,80.22250366210938,77.58000183105469,79.72250366210938,532904800,78.06330108642578,0.0,0.0
aapl,2020-05-25,80.875,81.05999755859375,78.27249908447266,79.48500061035156,525560400,77.83072662353516,0.0,0.0
aapl,2020-06-01,79.4375,82.9375,79.30249786376953,82.875,497736000,81.15017700195312,0.0,0.0
aapl,2020-06-08,82.5625,88.69249725341797,81.83000183105469,84.69999694824219,811826800,82.93720245361328,0.0,0.0
aapl,2020-06-15,83.3125,89.13999938964844,83.1449966430664,87.43000030517578,779940400,85.6103744506836,0.0,0.0
aapl,2020-06-22,87.83499908447266,93.09500122070312,87.7874984741211,88.40750122070312,883003200,86.56754302978516,0.0,0.0
aapl,2020-06-29,88.3125,92.61750030517578,87.81999969482422,91.02749633789062,495648000,89.13301086425781,0.0,0.0
aapl,2020-07-06,92.5,96.31749725341797,92.46749877929688,95.91999816894531,564072000,93.9236831665039,0.0,0.0
aapl,2020-07-13,97.26499938964844,99.95500183105469,93.87750244140625,96.32749938964844,718600800,94.32270812988281,0.0,0.0
aapl,2020-07-20,96.4175033569336,99.25,89.1449966430664,92.61499786376953,665196000,90.68745422363281,0.0,0.0
aapl,2020-07-27,93.70999908447266,106.41500091552734,93.24749755859375,106.26000213623047,847635600,104.04850006103516,0.0,0.0
aapl,2020-08-03,108.19999694824219,114.4124984741211,107.89250183105469,111.11250305175781,1003474000,108.79998779296875,0.205,0.0
aapl,2020-08-10,112.5999984741211,116.0425033569336,109.10749816894531,114.90750122070312,941551200,112.7188720703125,0.0,0.0
aapl,2020-08-17,116.0625,124.86750030517578,113.9625015258789,124.37000274658203,835695200,122.00113677978516,0.0,0.0
aapl,2020-08-24,128.69749450683594,128.78500366210938,123.05249786376953,124.80750274658203,1063638000,122.43031311035156,0.0,0.0
