symbol,date,open,high,low,close,volume,adjclose,splits
iron,2020-08-10,307.79998779296875,329.70001220703125,304.79998779296875,313.20001220703125,12423,313.20001220703125,0.0
iron,2020-08-17,311.1000061035156,327.0,309.0,309.0,2854,309.0,0.0
iron,2020-08-24,309.0,330.0,309.0,330.0,3173,330.0,0.0
iron,2020-08-31,330.0,330.0,316.5,326.70001220703125,89,326.70001220703125,0.0
iron,2020-09-07,303.0,326.70001220703125,303.0,326.70001220703125,257,326.70001220703125,0.0
iron,2020-09-14,328.5,339.0,315.0,325.5,457,325.5,0.0
iron,2020-09-21,338.3999938964844,378.0,315.29998779296875,351.7200012207031,290,351.7200012207031,0.0
iron,2020-09-28,327.0,336.0,325.5,325.5,540,325.5,0.0
iron,2020-10-05,332.70001220703125,332.70001220703125,322.5,324.0,241,324.0,0.0
iron,2020-10-12,325.5,334.20001220703125,306.29998779296875,309.0,90166,309.0,0.0
iron,2020-10-19,314.25,315.29998779296875,300.0,304.5,40747,304.5,0.0
iron,2020-10-26,303.1499938964844,315.0,300.0,300.0,1070,300.0,0.0
iron,2020-11-02,301.5,302.3999938964844,300.0,301.5,24064,301.5,0.0
iron,2020-11-09,304.5,304.5,300.0,304.5,4886,304.5,0.0
iron,2020-11-16,304.5,305.1000061035156,301.5,301.5,1330,301.5,0.0
iron,2020-11-23,303.0,310.20001220703125,294.0,303.0,6553,303.0,0.0
iron,2020-11-30,306.0,306.0,300.0,302.3999938964844,8613,302.3999938964844,0.0
iron,2020-12-07,304.20001220703125,315.1499938964844,303.69000244140625,308.1000061035156,12103,308.1000061035156,0.0
iron,2020-12-14,310.5,316.5,303.7799987792969,309.29998779296875,10786,309.29998779296875,0.0
iron,2020-12-21,309.0,316.79998779296875,308.3999938964844,315.0,4533,315.0,0.0
iron,2020-12-28,315.0,351.6000061035156,310.79998779296875,330.0,49733,330.0,0.0
iron,2021-01-04,336.0,377.70001220703125,333.0,363.29998779296875,126507,363.29998779296875,0.0
iron,2021-01-11,389.3999938964844,407.1000061035156,374.3699951171875,383.70001220703125,33037,383.70001220703125,0.0
iron,2021-01-18,387.29998779296875,397.20001220703125,357.0,390.0,14804,390.0,0.0
iron,2021-01-25,390.0,393.0,338.1000061035156,354.0,26297,354.0,0.0
iron,2021-02-01,367.5,412.5,365.3999938964844,379.79998779296875,65533,379.79998779296875,0.0
iron,2021-02-08,393.0,405.0,331.67999267578125,376.79998779296875,31473,376.79998779296875,0.0
iron,2021-02-15,379.20001220703125,405.0,352.79998779296875,397.20001220703125,20750,397.20001220703125,0.0
iron,2021-02-22,397.20001220703125,465.0,348.0,456.0,37590,456.0,0.0
iron,2021-03-01,459.29998779296875,499.20001220703125,384.45001220703125,415.79998779296875,40333,415.79998779296875,0.0
iron,2021-03-08,412.5,541.530029296875,399.29998779296875,510.0,34447,510.0,0.0
iron,2021-03-15,528.2999877929688,572.5499877929688,488.70001220703125,516.5999755859375,113997,516.5999755859375,0.0
iron,2021-03-22,499.5,534.9000244140625,426.8999938964844,443.70001220703125,47283,443.70001220703125,0.0
iron,2021-03-29,436.5,490.20001220703125,391.79998779296875,397.79998779296875,31877,397.79998779296875,0.0
iron,2021-04-05,402.29998779296875,434.70001220703125,389.70001220703125,396.6000061035156,30351,396.6000061035156,0.0
iron,2021-04-12,391.79998779296875,420.0,317.1000061035156,337.20001220703125,67899,337.20001220703125,0.0
iron,2021-04-19,337.20001220703125,348.29998779296875,312.0,320.1000061035156,38679,320.1000061035156,0.0
iron,2021-04-26,322.5,361.5,299.1000061035156,350.70001220703125,39896,350.70001220703125,0.0
