symbol,date,open,high,low,close,volume,adjclose,dividends
air,2018-11-12,45.88999938964844,46.27000045776367,45.20000076293945,45.61000061035156,222700,45.17513656616211,0.0
air,2018-11-19,45.63999938964844,45.720001220703125,42.09000015258789,42.77000045776367,545600,42.362213134765625,0.0
air,2018-11-26,43.08000183105469,43.77000045776367,42.130001068115234,43.689998626708984,1054700,43.2734375,0.0
air,2018-12-03,44.38999938964844,44.86000061035156,39.40999984741211,40.91999816894531,772800,40.529850006103516,0.0
air,2018-12-10,41.04999923706055,42.79999923706055,40.2599983215332,40.689998626708984,1080000,40.302040100097656,0.0
air,2018-12-17,40.650001525878906,42.97999954223633,35.29999923706055,36.150001525878906,4573000,35.80533218383789,0.0
air,2018-12-24,35.970001220703125,37.47999954223633,33.939998626708984,36.88999938964844,904700,36.53827667236328,0.0
air,2018-12-31,37.08000183105469,38.290000915527344,36.310001373291016,37.56999969482422,1468200,37.211788177490234,0.0
air,2019-01-07,37.77000045776367,39.58000183105469,37.18000030517578,39.54999923706055,1430300,39.17291259765625,0.0
air,2019-01-14,39.25,39.25,36.400001525878906,37.66999816894531,1343200,37.31083679199219,0.0
air,2019-01-21,37.279998779296875,37.52000045776367,36.130001068115234,37.209999084472656,659000,36.855224609375,0.075
air,2019-01-28,36.84000015258789,37.91999816894531,36.099998474121094,36.5099983215332,1418600,36.235130310058594,0.0
air,2019-02-04,36.5099983215332,37.79999923706055,35.59000015258789,36.81999969482422,1264900,36.54279708862305,0.0
air,2019-02-11,37.040000915527344,37.900001525878906,36.25,37.880001068115234,1113700,37.594818115234375,0.0
air,2019-02-18,37.68000030517578,38.349998474121094,36.9900016784668,38.060001373291016,966500,37.77346420288086,0.0
air,2019-02-25,38.220001220703125,38.439998626708984,36.310001373291016,36.56999969482422,990400,36.294677734375,0.0
air,2019-03-04,36.58000183105469,36.77000045776367,33.310001373291016,33.689998626708984,1516200,33.43635940551758,0.0
air,2019-03-11,33.540000915527344,34.65999984741211,32.869998931884766,34.189998626708984,3671300,33.932594299316406,0.0
air,2019-03-18,34.09000015258789,36.189998626708984,31.510000228881836,32.59000015258789,3574700,32.34463882446289,0.0
air,2019-03-25,32.619998931884766,32.91999816894531,32.06999969482422,32.5099983215332,2262600,32.26524353027344,0.0
air,2019-04-01,32.79999923706055,34.04999923706055,32.75,33.880001068115234,1171100,33.62493133544922,0.0
air,2019-04-08,33.52000045776367,34.4900016784668,32.91999816894531,33.959999084472656,1048800,33.70432662963867,0.0
air,2019-04-15,33.97999954223633,34.470001220703125,32.310001373291016,32.93000030517578,985700,32.68208312988281,0.0
air,2019-04-22,32.7599983215332,34.13999938964844,32.33000183105469,33.709999084472656,943400,33.45621109008789,0.0
air,2019-04-29,33.689998626708984,34.290000915527344,32.77000045776367,33.779998779296875,794100,33.52568054199219,0.075
air,2019-05-06,33.13999938964844,34.209999084472656,32.86000061035156,33.779998779296875,763400,33.6002197265625,0.0
air,2019-05-13,33.060001373291016,33.2400016784668,30.920000076293945,30.959999084472656,1012000,30.79522705078125,0.0
air,2019-05-20,30.719999313354492,31.579999923706055,29.93000030517578,30.84000015258789,1080100,30.675865173339844,0.0
air,2019-05-27,30.780000686645508,31.3799991607666,29.84000015258789,30.09000015258789,1069800,29.92985725402832,0.0
air,2019-06-03,29.969999313354492,33.779998779296875,29.969999313354492,33.060001373291016,1241800,32.88405227661133,0.0
air,2019-06-10,33.34000015258789,34.310001373291016,32.81999969482422,33.369998931884766,873400,33.19240188598633,0.0
air,2019-06-17,33.41999816894531,35.09000015258789,32.33000183105469,34.959999084472656,2130600,34.7739372253418,0.0
air,2019-06-24,35.13999938964844,37.04999923706055,34.47999954223633,36.790000915527344,1688400,36.59420394897461,0.0
air,2019-07-01,37.310001373291016,37.91999816894531,36.16999816894531,37.90999984741211,986300,37.7082405090332,0.0
air,2019-07-08,37.880001068115234,44.0099983215332,37.11000061035156,41.310001373291016,4159300,41.09014129638672,0.0
air,2019-07-15,41.18000030517578,42.66999816894531,40.34000015258789,42.15999984741211,1519300,41.93561935424805,0.075
air,2019-07-22,42.15999984741211,42.63999938964844,41.150001525878906,42.27000045776367,1043300,42.12068176269531,0.0
air,2019-07-29,42.18000030517578,43.040000915527344,40.08000183105469,40.540000915527344,1042500,40.396793365478516,0.0
air,2019-08-05,39.689998626708984,42.08000183105469,38.90999984741211,40.959999084472656,1139800,40.8153076171875,0.0
air,2019-08-12,40.77000045776367,42.45000076293945,39.380001068115234,42.220001220703125,788000,42.070858001708984,0.0
air,2019-08-19,42.81999969482422,42.84000015258789,40.689998626708984,41.0,766000,40.855167388916016,0.0
air,2019-08-26,41.349998474121094,43.38999938964844,40.689998626708984,42.959999084472656,843900,42.80824279785156,0.0
air,2019-09-02,42.5099983215332,44.779998779296875,42.119998931884766,43.810001373291016,712700,43.655242919921875,0.0
air,2019-09-09,44.0,46.25,43.560001373291016,45.41999816894531,908300,45.259552001953125,0.0
air,2019-09-16,45.27000045776367,46.0,44.209999084472656,45.31999969482422,1143100,45.15990447998047,0.0
air,2019-09-23,45.06999969482422,47.619998931884766,40.77000045776367,41.849998474121094,2349100,41.70216369628906,0.0
air,2019-09-30,41.779998779296875,42.130001068115234,39.279998779296875,41.29999923706055,1149800,41.15410614013672,0.075
air,2019-10-07,41.150001525878906,41.81999969482422,40.130001068115234,40.93000030517578,812700,40.861934661865234,0.0
air,2019-10-14,40.7599983215332,41.7599983215332,39.58000183105469,39.810001373291016,1291500,39.743797302246094,0.0
air,2019-10-21,40.27000045776367,41.16999816894531,39.880001068115234,40.650001525878906,822100,40.582401275634766,0.0
air,2019-10-28,40.95000076293945,42.79999923706055,40.95000076293945,42.790000915527344,798700,42.718841552734375,0.0
air,2019-11-04,43.18000030517578,44.599998474121094,42.439998626708984,43.349998474121094,647900,43.27790832519531,0.0
air,2019-11-11,42.97999954223633,45.15999984741211,42.91999816894531,44.7400016784668,503700,44.66559982299805,0.0
air,2019-11-18,44.540000915527344,44.84000015258789,43.400001525878906,44.150001525878906,743000,44.07658004760742,0.0
air,2019-11-25,44.209999084472656,45.25,43.91999816894531,44.689998626708984,328700,44.61568069458008,0.0
air,2019-12-02,44.7599983215332,45.209999084472656,43.130001068115234,44.959999084472656,742300,44.885231018066406,0.0
air,2019-12-09,44.7400016784668,45.150001525878906,44.33000183105469,44.619998931884766,706700,44.54579544067383,0.0
air,2019-12-16,44.619998931884766,52.779998779296875,44.38999938964844,51.880001068115234,2005800,51.79372787475586,0.0
air,2019-12-23,52.0099983215332,52.0099983215332,45.27000045776367,45.290000915527344,1083700,45.214683532714844,0.0
air,2019-12-30,45.5,45.81999969482422,44.56999969482422,45.709999084472656,708700,45.63398361206055,0.075
air,2020-01-06,45.470001220703125,47.9900016784668,45.08000183105469,45.880001068115234,1061500,45.880001068115234,0.0
air,2020-01-13,45.970001220703125,46.56999969482422,45.13999938964844,45.81999969482422,702700,45.81999969482422,0.0
air,2020-01-20,45.709999084472656,45.849998474121094,43.939998626708984,44.22999954223633,704300,44.22999954223633,0.0
air,2020-01-27,43.5099983215332,45.029998779296875,42.349998474121094,42.58000183105469,803600,42.58000183105469,0.0
air,2020-02-03,42.79999923706055,44.970001220703125,42.29999923706055,44.380001068115234,745000,44.380001068115234,0.0
air,2020-02-10,44.2599983215332,45.33000183105469,43.7400016784668,45.02000045776367,851400,45.02000045776367,0.0
air,2020-02-17,44.869998931884766,45.84000015258789,44.060001373291016,45.72999954223633,623000,45.72999954223633,0.0
air,2020-02-24,44.20000076293945,44.529998779296875,33.7400016784668,34.54999923706055,1126600,34.54999923706055,0.0
air,2020-03-02,34.7400016784668,38.220001220703125,33.119998931884766,36.369998931884766,1448800,36.369998931884766,0.0
air,2020-03-09,33.33000183105469,33.599998474121094,18.770000457763672,19.0,2212400,19.0,0.0
air,2020-03-16,17.309999465942383,17.5,8.5600004196167,13.369999885559082,4972100,13.369999885559082,0.0
air,2020-03-23,13.449999809265137,20.170000076293945,11.680000305175781,17.989999771118164,4544900,17.989999771118164,0.0
air,2020-03-30,17.950000762939453,18.489999771118164,14.65999984741211,14.920000076293945,2883800,14.920000076293945,0.0
air,2020-04-06,15.869999885559082,20.700000762939453,15.859999656677246,19.8799991607666,1774900,19.8799991607666,0.0
air,2020-04-13,20.059999465942383,20.18000030517578,16.170000076293945,18.110000610351562,1680200,18.110000610351562,0.0
air,2020-04-20,17.290000915527344,17.770000457763672,15.710000038146973,16.350000381469727,1714000,16.350000381469727,0.0
air,2020-04-27,16.450000762939453,20.829999923706055,16.170000076293945,18.329999923706055,1948900,18.329999923706055,0.0
air,2020-05-04,17.510000228881836,18.979999542236328,16.299999237060547,18.200000762939453,1849500,18.200000762939453,0.0
air,2020-05-11,17.729999542236328,17.860000610351562,13.800000190734863,15.239999771118164,2094800,15.239999771118164,0.0
air,2020-05-18,16.479999542236328,18.34000015258789,16.209999084472656,17.920000076293945,1507900,17.920000076293945,0.0
air,2020-05-25,18.649999618530273,22.280000686645508,18.649999618530273,20.170000076293945,2081300,20.170000076293945,0.0
air,2020-06-01,20.420000076293945,28.65999984741211,19.920000076293945,27.190000534057617,3900100,27.190000534057617,0.0
air,2020-06-08,28.700000762939453,30.479999542236328,20.690000534057617,23.280000686645508,3119000,23.280000686645508,0.0
air,2020-06-15,21.540000915527344,25.0,21.239999771118164,21.34000015258789,2939100,21.34000015258789,0.0
air,2020-06-22,20.979999542236328,21.399999618530273,18.309999465942383,19.059999465942383,2844000,19.059999465942383,0.0
air,2020-06-29,19.790000915527344,22.0,19.510000228881836,20.799999237060547,1679700,20.799999237060547,0.0
air,2020-07-06,21.469999313354492,21.649999618530273,17.520000457763672,19.010000228881836,1896000,19.010000228881836,0.0
air,2020-07-13,19.149999618530273,19.8799991607666,18.389999389648438,19.079999923706055,1473800,19.079999923706055,0.0
air,2020-07-20,18.979999542236328,19.760000228881836,17.959999084472656,17.989999771118164,2585500,17.989999771118164,0.0
air,2020-07-27,18.149999618530273,18.479999542236328,16.530000686645508,17.219999313354492,1471700,17.219999313354492,0.0
air,2020-08-03,17.290000915527344,18.799999237060547,16.559999465942383,18.770000457763672,1643700,18.770000457763672,0.0
air,2020-08-10,18.940000534057617,20.829999923706055,18.889999389648438,20.1299991607666,1408800,20.1299991607666,0.0
air,2020-08-17,20.1299991607666,20.18000030517578,18.56999969482422,18.799999237060547,1164900,18.799999237060547,0.0
air,2020-08-24,18.969999313354492,20.5,18.760000228881836,20.489999771118164,1283100,20.489999771118164,0.0
air,2020-08-31,20.510000228881836,21.450000762939453,19.510000228881836,20.229999542236328,1319000,20.229999542236328,0.0
air,2020-09-07,19.920000076293945,20.149999618530273,17.920000076293945,18.260000228881836,1269100,18.260000228881836,0.0
air,2020-09-14,18.56999969482422,20.350000381469727,18.350000381469727,19.829999923706055,1962500,19.829999923706055,0.0
air,2020-09-21,19.110000610351562,20.229999542236328,16.899999618530273,19.549999237060547,2547700,19.549999237060547,0.0
air,2020-09-28,20.040000915527344,20.899999618530273,18.3700008392334,19.479999542236328,1753100,19.479999542236328,0.0
air,2020-10-05,19.6200008392334,20.75,19.010000228881836,20.479999542236328,1290200,20.479999542236328,0.0
air,2020-10-12,20.489999771118164,20.860000610351562,19.110000610351562,19.8700008392334,1031800,19.8700008392334,0.0
air,2020-10-19,19.90999984741211,21.100000381469727,19.739999771118164,20.56999969482422,1112500,20.56999969482422,0.0
air,2020-10-26,20.09000015258789,20.18000030517578,18.219999313354492,19.459999084472656,1137800,19.459999084472656,0.0
air,2020-11-02,20.0,20.989999771118164,19.56999969482422,20.059999465942383,894400,20.059999465942383,0.0
air,2020-11-09,22.350000381469727,24.920000076293945,22.350000381469727,24.780000686645508,1996900,24.780000686645508,0.0
air,2020-11-16,25.700000762939453,27.829999923706055,25.389999389648438,26.530000686645508,1186300,26.530000686645508,0.0
air,2020-11-23,27.09000015258789,30.65999984741211,26.93000030517578,29.56999969482422,1509100,29.56999969482422,0.0
air,2020-11-30,29.31999969482422,34.939998626708984,28.059999465942383,34.75,1931400,34.75,0.0
air,2020-12-07,34.380001068115234,35.130001068115234,33.08000183105469,34.02000045776367,1663100,34.02000045776367,0.0
air,2020-12-14,34.290000915527344,36.77000045776367,32.060001373291016,35.18000030517578,2804000,35.18000030517578,0.0
air,2020-12-21,34.65999984741211,37.529998779296875,34.310001373291016,35.4900016784668,1484700,35.4900016784668,0.0
air,2020-12-28,35.7599983215332,36.77000045776367,34.86000061035156,36.220001220703125,1002900,36.220001220703125,0.0
air,2021-01-04,36.20000076293945,39.029998779296875,34.099998474121094,37.95000076293945,1739900,37.95000076293945,0.0
air,2021-01-11,37.130001068115234,40.7400016784668,37.130001068115234,38.20000076293945,1656400,38.20000076293945,0.0
air,2021-01-18,38.61000061035156,39.400001525878906,36.119998931884766,37.15999984741211,983700,37.15999984741211,0.0
air,2021-01-25,36.83000183105469,37.4900016784668,33.209999084472656,33.54999923706055,1178900,33.54999923706055,0.0
air,2021-02-01,33.90999984741211,37.91999816894531,33.09000015258789,37.0099983215332,753300,37.0099983215332,0.0
air,2021-02-08,37.47999954223633,38.9900016784668,36.72999954223633,38.38999938964844,778600,38.38999938964844,0.0
air,2021-02-15,38.790000915527344,40.70000076293945,38.2400016784668,40.630001068115234,627900,40.630001068115234,0.0
air,2021-02-22,40.09000015258789,43.040000915527344,38.849998474121094,39.779998779296875,1075000,39.779998779296875,0.0
air,2021-03-01,41.029998779296875,42.34000015258789,39.040000915527344,41.77000045776367,1189900,41.77000045776367,0.0
air,2021-03-08,42.400001525878906,45.4900016784668,41.29999923706055,43.970001220703125,1378400,43.970001220703125,0.0
air,2021-03-15,43.90999984741211,44.849998474121094,40.400001525878906,42.279998779296875,1671400,42.279998779296875,0.0
air,2021-03-22,42.720001220703125,45.0,39.56999969482422,42.880001068115234,1914100,42.880001068115234,0.0
air,2021-03-29,42.9900016784668,44.369998931884766,41.369998931884766,42.11000061035156,1161900,42.11000061035156,0.0
air,2021-04-05,42.54999923706055,43.290000915527344,39.849998474121094,40.88999938964844,1369200,40.88999938964844,0.0
air,2021-04-12,41.11000061035156,41.68000030517578,39.849998474121094,40.650001525878906,849500,40.650001525878906,0.0
air,2021-04-19,40.209999084472656,41.41999816894531,37.959999084472656,40.380001068115234,1837200,40.380001068115234,0.0
air,2021-04-26,40.689998626708984,41.20000076293945,39.68000030517578,40.2400016784668,2002100,40.2400016784668,0.0
air,2021-05-03,40.66999816894531,40.93000030517578,38.459999084472656,40.349998474121094,1348800,40.349998474121094,0.0
air,2021-05-10,40.56999969482422,40.83000183105469,37.150001525878906,39.880001068115234,1285800,39.880001068115234,0.0
air,2021-05-17,39.459999084472656,40.7400016784668,38.88999938964844,39.040000915527344,1694400,39.040000915527344,0.0
air,2021-05-24,39.290000915527344,41.81999969482422,38.72999954223633,41.75,1116500,41.75,0.0
air,2021-05-31,42.060001373291016,42.970001220703125,40.470001220703125,41.43000030517578,1093300,41.43000030517578,0.0
air,2021-06-07,41.380001068115234,42.0,39.52000045776367,41.06999969482422,1684000,41.06999969482422,0.0
air,2021-06-14,41.16999816894531,42.099998474121094,39.45000076293945,39.630001068115234,2460400,39.630001068115234,0.0
air,2021-06-21,39.79999923706055,40.66999816894531,38.13999938964844,39.709999084472656,2095100,39.709999084472656,0.0
air,2021-06-28,39.38999938964844,39.779998779296875,37.650001525878906,38.119998931884766,1492400,38.119998931884766,0.0
air,2021-07-05,38.0,38.0099983215332,35.38999938964844,37.56999969482422,1131400,37.56999969482422,0.0
air,2021-07-12,37.18000030517578,37.790000915527344,36.130001068115234,36.369998931884766,1315900,36.369998931884766,0.0
air,2021-07-19,35.529998779296875,38.529998779296875,34.13999938964844,36.439998626708984,1898800,36.439998626708984,0.0
air,2021-07-26,36.439998626708984,37.08000183105469,35.34000015258789,35.7599983215332,1200300,35.7599983215332,0.0
air,2021-08-02,35.95000076293945,37.0099983215332,32.97999954223633,34.45000076293945,1207000,34.45000076293945,0.0
air,2021-08-09,34.09000015258789,35.130001068115234,33.380001068115234,34.06999969482422,789600,34.06999969482422,0.0
air,2021-08-16,33.75,34.02000045776367,31.610000610351562,32.36000061035156,917400,32.36000061035156,0.0
air,2021-08-23,32.880001068115234,34.630001068115234,32.22999954223633,34.400001525878906,1198300,34.400001525878906,0.0
air,2021-08-30,34.43000030517578,34.63999938964844,33.43000030517578,33.72999954223633,922900,33.72999954223633,0.0
air,2021-09-06,33.58000183105469,33.93000030517578,32.060001373291016,32.099998474121094,868800,32.099998474121094,0.0
air,2021-09-13,32.5099983215332,33.40999984741211,31.670000076293945,31.90999984741211,1474000,31.90999984741211,0.0
air,2021-09-20,31.329999923706055,34.54999923706055,30.899999618530273,32.900001525878906,1753200,32.900001525878906,0.0
air,2021-09-27,33.2599983215332,33.86000061035156,31.850000381469727,33.650001525878906,1730600,33.650001525878906,0.0
air,2021-10-04,33.529998779296875,34.4900016784668,32.349998474121094,33.72999954223633,1250700,33.72999954223633,0.0
air,2021-10-11,33.709999084472656,34.220001220703125,32.77000045776367,33.84000015258789,1072400,33.84000015258789,0.0
air,2021-10-18,33.560001373291016,35.20000076293945,32.47999954223633,34.959999084472656,1387800,34.959999084472656,0.0
air,2021-10-25,35.0,35.90999984741211,33.84000015258789,35.369998931884766,1217000,35.369998931884766,0.0
air,2021-11-01,35.45000076293945,39.43000030517578,35.33000183105469,39.38999938964844,1115400,39.38999938964844,0.0
air,2021-11-08,39.5,39.63999938964844,37.970001220703125,38.20000076293945,830700,38.20000076293945,0.0
air,2021-11-15,38.81999969482422,38.81999969482422,35.529998779296875,36.36000061035156,999000,36.36000061035156,0.0
air,2021-11-22,36.63999938964844,37.77000045776367,33.5,34.349998474121094,806900,34.349998474121094,0.0
air,2021-11-29,34.95000076293945,35.029998779296875,31.889999389648438,33.33000183105469,1550700,33.33000183105469,0.0
air,2021-12-06,33.959999084472656,35.83000183105469,33.75,35.41999816894531,1444400,35.41999816894531,0.0
air,2021-12-13,35.0,36.36000061035156,34.310001373291016,35.75,2701500,35.75,0.0
air,2021-12-20,35.060001373291016,39.099998474121094,34.33000183105469,38.5,1970600,38.5,0.0
air,2021-12-27,38.29999923706055,39.459999084472656,38.02000045776367,39.029998779296875,966000,39.029998779296875,0.0
air,2022-01-03,39.0,42.83000183105469,38.7400016784668,41.66999816894531,1949100,41.66999816894531,0.0
air,2022-01-10,41.52000045776367,42.93000030517578,40.75,42.810001373291016,1627000,42.810001373291016,0.0
air,2022-01-17,42.29999923706055,42.79999923706055,39.83000183105469,39.83000183105469,1655500,39.83000183105469,0.0
