symbol,date,open,high,low,close,volume,adjclose,splits
xpro,2018-11-12,48.29999923706055,50.52000045776367,48.29999923706055,49.97999954223633,112917,49.97999954223633,0.0
xpro,2018-11-19,49.08000183105469,50.7599983215332,47.400001525878906,47.939998626708984,417300,47.939998626708984,0.0
xpro,2018-11-26,48.900001525878906,49.20000076293945,43.79999923706055,44.099998474121094,636084,44.099998474121094,0.0
xpro,2018-12-03,45.779998779296875,46.68000030517578,38.34000015258789,38.459999084472656,739216,38.459999084472656,0.0
xpro,2018-12-10,37.79999923706055,38.15999984741211,34.02000045776367,34.20000076293945,1005633,34.20000076293945,0.0
xpro,2018-12-17,34.380001068115234,34.91999816894531,29.100000381469727,29.8799991607666,846966,29.8799991607666,0.0
xpro,2018-12-24,29.459999084472656,32.63999938964844,28.799999237060547,31.68000030517578,422034,31.68000030517578,0.0
xpro,2018-12-31,32.099998474121094,34.31999969482422,30.0,34.02000045776367,528467,34.02000045776367,0.0
xpro,2019-01-07,34.02000045776367,36.599998474121094,33.65999984741211,35.400001525878906,328417,35.400001525878906,0.0
xpro,2019-01-14,34.7400016784668,36.0,33.41999816894531,35.52000045776367,287017,35.52000045776367,0.0
xpro,2019-01-21,34.91999816894531,35.34000015258789,32.52000045776367,35.099998474121094,211966,35.099998474121094,0.0
xpro,2019-01-28,34.380001068115234,36.18000030517578,33.959999084472656,35.70000076293945,304066,35.70000076293945,0.0
xpro,2019-02-04,35.099998474121094,36.959999084472656,34.13999938964844,34.79999923706055,318217,34.79999923706055,0.0
xpro,2019-02-11,34.7400016784668,39.779998779296875,34.560001373291016,39.540000915527344,418483,39.540000915527344,0.0
xpro,2019-02-18,39.060001373291016,40.97999954223633,39.0,40.02000045776367,391584,40.02000045776367,0.0
xpro,2019-02-25,40.380001068115234,41.34000015258789,37.13999938964844,38.58000183105469,511350,38.58000183105469,0.0
xpro,2019-03-04,38.70000076293945,39.0,33.119998931884766,33.2400016784668,518416,33.2400016784668,0.0
xpro,2019-03-11,33.599998474121094,38.81999969482422,33.29999923706055,37.91999816894531,565300,37.91999816894531,0.0
xpro,2019-03-18,38.040000915527344,39.720001220703125,35.939998626708984,36.65999984741211,399850,36.65999984741211,0.0
xpro,2019-03-25,36.2400016784668,38.220001220703125,35.880001068115234,37.2599983215332,619133,37.2599983215332,0.0
xpro,2019-04-01,37.380001068115234,39.18000030517578,35.58000183105469,39.0,880383,39.0,0.0
xpro,2019-04-08,39.119998931884766,40.31999969482422,37.7400016784668,38.63999938964844,523182,38.63999938964844,0.0
xpro,2019-04-15,38.400001525878906,39.2400016784668,37.380001068115234,37.7400016784668,419817,37.7400016784668,0.0
xpro,2019-04-22,38.220001220703125,39.84000015258789,35.15999984741211,35.70000076293945,515951,35.70000076293945,0.0
xpro,2019-04-29,35.63999938964844,36.720001220703125,33.720001220703125,35.880001068115234,363434,35.880001068115234,0.0
xpro,2019-05-06,35.15999984741211,36.41999816894531,33.47999954223633,36.119998931884766,624267,36.119998931884766,0.0
xpro,2019-05-13,35.58000183105469,37.79999923706055,34.68000030517578,36.29999923706055,509067,36.29999923706055,0.0
xpro,2019-05-20,36.2400016784668,37.31999969482422,33.2400016784668,33.900001525878906,479317,33.900001525878906,0.0
