symbol,date,open,high,low,close,volume,adjclose,splits
sum,2018-11-12,13.962635040283203,14.257619857788086,13.628318786621094,13.962635040283203,2054035,13.962635040283203,0.0
sum,2018-11-19,13.88397216796875,14.169124603271484,13.136675834655762,14.021632194519043,7208496,14.021632194519043,0.0
sum,2018-11-26,14.228121757507324,14.9557523727417,14.080629348754883,14.257619857788086,9779269,14.257619857788086,0.0
sum,2018-12-03,14.591937065124512,14.9557523727417,12.595870018005371,12.861356735229492,13251409,12.861356735229492,0.0
sum,2018-12-10,12.802359580993652,13.28416919708252,11.67158317565918,12.251721382141113,14943595,12.251721382141113,0.0
sum,2018-12-17,12.222222328186035,13.00885009765625,11.39626407623291,11.445427894592285,9581361,11.445427894592285,0.0
sum,2018-12-24,11.39626407623291,12.49262523651123,11.061946868896484,12.09439468383789,5189141,12.09439468383789,0.0
sum,2018-12-31,12.11406135559082,13.677482604980469,11.592920303344727,13.66765022277832,6274890,13.66765022277832,0.0
sum,2019-01-07,13.628318786621094,14.523106575012207,13.510323524475098,13.76597785949707,6787357,13.76597785949707,0.0
sum,2019-01-14,13.66765022277832,14.985251426696777,13.313668251037598,14.808259963989258,7513393,14.808259963989258,0.0
sum,2019-01-21,14.650934219360352,14.71976375579834,13.4906587600708,14.601770401000977,5743813,14.601770401000977,0.0
sum,2019-01-28,14.395279884338379,15.811208724975586,14.395279884338379,15.663717269897461,8037148,15.663717269897461,0.0
sum,2019-02-04,15.703047752380371,17.640117645263672,15.142576217651367,15.388397216796875,13974088,15.388397216796875,0.0
sum,2019-02-11,15.486725807189941,16.175025939941406,15.309735298156738,15.968535423278809,11774521,15.968535423278809,0.0
sum,2019-02-18,15.870205879211426,17.4827938079834,15.791543960571289,17.246803283691406,7185308,17.246803283691406,0.0
sum,2019-02-25,17.364797592163086,17.699115753173828,16.65683364868164,17.158309936523438,5839309,17.158309936523438,0.0
sum,2019-03-04,17.168142318725586,17.77777862548828,16.853490829467773,17.4827938079834,6792340,17.4827938079834,0.0
sum,2019-03-11,17.531957626342773,18.053096771240234,16.529006958007812,17.10914421081543,7195376,17.10914421081543,0.0
sum,2019-03-18,17.19763946533203,17.713863372802734,15.604720115661621,15.624384880065918,8287125,15.624384880065918,0.0
sum,2019-03-25,15.545722961425781,15.82104206085205,14.493609428405762,15.604720115661621,13802826,15.604720115661621,0.0
sum,2019-04-01,15.67354965209961,16.23402214050293,15.019665718078613,15.093412399291992,10218614,15.093412399291992,0.0
sum,2019-04-08,14.975418090820312,15.408062934875488,14.351032257080078,15.368732452392578,7506376,15.368732452392578,0.0
sum,2019-04-15,15.299901962280273,16.069812774658203,15.12291145324707,15.811208724975586,4328962,15.811208724975586,0.0
sum,2019-04-22,15.742380142211914,16.892822265625,15.644050598144531,16.725664138793945,8866716,16.725664138793945,0.0
sum,2019-04-29,16.735496520996094,17.708948135375977,16.460176467895508,16.99114990234375,10148542,16.99114990234375,0.0
sum,2019-05-06,16.617502212524414,17.030481338500977,15.349065780639648,16.371681213378906,9513628,16.371681213378906,0.0
sum,2019-05-13,15.958702087402344,17.19763946533203,15.37856388092041,16.833824157714844,6079422,16.833824157714844,0.0
sum,2019-05-20,16.647001266479492,17.44346046447754,15.565387725830078,15.663717269897461,6839833,15.663717269897461,0.0
sum,2019-05-27,15.67354965209961,15.712881088256836,13.195673942565918,13.746313095092773,8061149,13.746313095092773,0.0
sum,2019-06-03,13.72664737701416,15.476893424987793,13.470993041992188,15.063913345336914,7751880,15.063913345336914,0.0
sum,2019-06-10,15.142576217651367,17.590953826904297,13.244837760925293,15.201573371887207,20768768,15.201573371887207,0.0
sum,2019-06-17,15.408062934875488,17.689281463623047,15.408062934875488,16.79449462890625,8856748,16.79449462890625,0.0
sum,2019-06-24,16.892822265625,18.933137893676758,16.420846939086914,18.928220748901367,12620766,18.928220748901367,0.0
sum,2019-07-01,19.174041748046875,19.33136749267578,17.90167236328125,19.0363826751709,3737271,19.0363826751709,0.0
sum,2019-07-08,18.820058822631836,18.918386459350586,17.89577293395996,18.416912078857422,5320232,18.416912078857422,0.0
sum,2019-07-15,18.42674446105957,18.88888931274414,17.98426628112793,18.190757751464844,4649826,18.190757751464844,0.0
sum,2019-07-22,18.21042251586914,18.879056930541992,17.586036682128906,18.318584442138672,4420391,18.318584442138672,0.0
sum,2019-07-29,18.279253005981445,20.294984817504883,17.836774826049805,19.360864639282227,9322942,19.360864639282227,0.0
sum,2019-08-05,18.810226440429688,19.354965209960938,18.23992156982422,18.957719802856445,4434120,18.957719802856445,0.0
sum,2019-08-12,18.88888931274414,19.400196075439453,18.082595825195312,19.370698928833008,3869074,19.370698928833008,0.0
sum,2019-08-19,19.57718849182129,20.432645797729492,19.075712203979492,19.734512329101562,4614232,19.734512329101562,0.0
sum,2019-08-26,19.960668563842773,20.8751220703125,19.2330379486084,20.629301071166992,4105933,20.629301071166992,0.0
sum,2019-09-02,20.373647689819336,21.632251739501953,19.53785514831543,21.052114486694336,8557343,21.052114486694336,0.0
sum,2019-09-09,21.238937377929688,22.713863372802734,21.061946868896484,22.173057556152344,7476070,22.173057556152344,0.0
sum,2019-09-16,21.97640037536621,22.704030990600586,21.4650936126709,21.65191650390625,3989387,21.65191650390625,0.0
