symbol,date,open,high,low,close,volume,adjclose,splits
grpn,2018-11-12,57.0,62.400001525878906,56.79999923706055,60.400001525878906,677985,60.400001525878906,0.0
grpn,2018-11-19,60.0,60.79999923706055,56.400001525878906,59.400001525878906,1124550,59.400001525878906,0.0
grpn,2018-11-26,60.400001525878906,64.19999694824219,59.599998474121094,61.400001525878906,1229605,61.400001525878906,0.0
grpn,2018-12-03,62.400001525878906,64.0,59.599998474121094,62.0,1564520,62.0,0.0
grpn,2018-12-10,61.400001525878906,66.5999984741211,60.599998474121094,62.79999923706055,2532550,62.79999923706055,0.0
grpn,2018-12-17,63.0,63.0,57.400001525878906,58.0,2540745,58.0,0.0
grpn,2018-12-24,57.20000076293945,64.4000015258789,56.20000076293945,64.0,1158745,64.0,0.0
grpn,2018-12-31,64.19999694824219,70.19999694824219,63.0,68.80000305175781,1124915,68.80000305175781,0.0
grpn,2019-01-07,68.5999984741211,72.19999694824219,68.4000015258789,71.80000305175781,1124395,71.80000305175781,0.0
grpn,2019-01-14,71.0,77.4000015258789,70.4000015258789,75.80000305175781,1093540,75.80000305175781,0.0
grpn,2019-01-21,75.4000015258789,76.5999984741211,70.80000305175781,75.4000015258789,1661065,75.4000015258789,0.0
grpn,2019-01-28,74.4000015258789,76.19999694824219,72.19999694824219,75.5999984741211,1291565,75.5999984741211,0.0
grpn,2019-02-04,75.4000015258789,76.0,70.5999984741211,72.0,1585770,72.0,0.0
grpn,2019-02-11,73.0,79.5999984741211,66.19999694824219,69.80000305175781,3558525,69.80000305175781,0.0
grpn,2019-02-18,68.4000015258789,71.80000305175781,66.0,67.19999694824219,1320760,67.19999694824219,0.0
grpn,2019-02-25,67.4000015258789,68.80000305175781,65.0,67.4000015258789,1632205,67.4000015258789,0.0
grpn,2019-03-04,67.4000015258789,69.5999984741211,64.5999984741211,67.19999694824219,1378720,67.19999694824219,0.0
grpn,2019-03-11,67.19999694824219,71.4000015258789,67.0,70.5999984741211,1042320,70.5999984741211,0.0
grpn,2019-03-18,71.0,71.4000015258789,67.5999984741211,67.5999984741211,984880,67.5999984741211,0.0
grpn,2019-03-25,67.80000305175781,71.19999694824219,67.0,71.0,1038360,71.0,0.0
grpn,2019-04-01,71.0,72.19999694824219,69.19999694824219,71.19999694824219,717345,71.19999694824219,0.0
grpn,2019-04-08,70.80000305175781,72.19999694824219,69.19999694824219,70.0,677020,70.0,0.0
grpn,2019-04-15,70.0,71.4000015258789,68.4000015258789,69.80000305175781,637080,69.80000305175781,0.0
grpn,2019-04-22,69.80000305175781,73.0,67.19999694824219,72.19999694824219,872205,72.19999694824219,0.0
grpn,2019-04-29,72.19999694824219,76.4000015258789,69.4000015258789,71.80000305175781,1622790,71.80000305175781,0.0
grpn,2019-05-06,69.80000305175781,73.0,68.5999984741211,70.4000015258789,897080,70.4000015258789,0.0
grpn,2019-05-13,69.19999694824219,71.5999984741211,67.5999984741211,68.5999984741211,663375,68.5999984741211,0.0
grpn,2019-05-20,68.4000015258789,72.0,68.0,70.19999694824219,613815,70.19999694824219,0.0
grpn,2019-05-27,70.0,72.80000305175781,69.4000015258789,70.5999984741211,839625,70.5999984741211,0.0
grpn,2019-06-03,70.4000015258789,75.0,66.80000305175781,70.5999984741211,1772320,70.5999984741211,0.0
grpn,2019-06-10,70.4000015258789,75.0,70.4000015258789,71.4000015258789,1095520,71.4000015258789,0.0
grpn,2019-06-17,71.4000015258789,72.80000305175781,68.4000015258789,69.0,1534155,69.0,0.0
grpn,2019-06-24,69.0,71.80000305175781,68.0,71.5999984741211,1143165,71.5999984741211,0.0
grpn,2019-07-01,72.0,73.0,69.0,71.5999984741211,745780,71.5999984741211,0.0
grpn,2019-07-08,71.5999984741211,72.0,69.4000015258789,69.5999984741211,753380,69.5999984741211,0.0
grpn,2019-07-15,70.0,70.0,67.4000015258789,67.5999984741211,772305,67.5999984741211,0.0
