symbol,date,open,high,low,close,volume,adjclose,dividends,splits
hwkn,2018-11-12,19.69499969482422,20.344999313354492,19.69499969482422,20.290000915527344,67800,18.63654899597168,0.0,0.0
hwkn,2018-11-19,20.3799991607666,20.5,18.90999984741211,20.045000076293945,223000,18.516162872314453,0.0,0.0
hwkn,2018-11-26,20.110000610351562,21.2450008392334,19.579999923706055,20.8700008392334,292200,19.278236389160156,0.0,0.0
hwkn,2018-12-03,21.145000457763672,21.299999237060547,18.829999923706055,19.94499969482422,315600,18.423789978027344,0.0,0.0
hwkn,2018-12-10,19.950000762939453,22.014999389648438,19.875,21.204999923706055,546600,19.587690353393555,0.0,0.0
hwkn,2018-12-17,21.05500030517578,21.190000534057617,19.704999923706055,20.709999084472656,1008200,19.13043975830078,0.0,0.0
hwkn,2018-12-24,20.625,21.190000534057617,19.434999465942383,20.5049991607666,261200,18.941076278686523,0.0,0.0
hwkn,2018-12-31,20.510000228881836,21.1200008392334,19.704999923706055,21.104999542236328,314800,19.495317459106445,0.0,0.0
hwkn,2019-01-07,21.110000610351562,21.920000076293945,20.71500015258789,21.635000228881836,308800,19.98488998413086,0.0,0.0
hwkn,2019-01-14,21.415000915527344,21.764999389648438,20.934999465942383,21.3799991607666,301200,19.74933624267578,0.0,0.0
hwkn,2019-01-21,21.21500015258789,21.260000228881836,20.125,20.655000686645508,344600,19.079633712768555,0.0,0.0
hwkn,2019-01-28,20.489999771118164,21.364999771118164,20.19499969482422,21.364999771118164,201400,19.735483169555664,0.0,0.0
hwkn,2019-02-04,21.5,21.674999237060547,18.860000610351562,19.364999771118164,302200,17.888019561767578,0.0,0.0
hwkn,2019-02-11,19.399999618530273,20.924999237060547,18.415000915527344,20.8700008392334,569800,19.278236389160156,0.0,0.0
hwkn,2019-02-18,20.809999465942383,21.75,19.825000762939453,21.235000610351562,253200,19.615402221679688,0.115,0.0
hwkn,2019-02-25,21.03499984741211,21.19499969482422,20.110000610351562,21.03499984741211,241800,19.534101486206055,0.0,0.0
hwkn,2019-03-04,21.139999389648438,21.139999389648438,19.684999465942383,19.96500015258789,242000,18.540449142456055,0.0,0.0
hwkn,2019-03-11,20.065000534057617,20.479999542236328,19.4950008392334,19.69499969482422,342400,18.289716720581055,0.0,0.0
hwkn,2019-03-18,19.725000381469727,20.235000610351562,18.459999084472656,18.459999084472656,325200,17.142826080322266,0.0,0.0
hwkn,2019-03-25,18.575000762939453,19.21500015258789,18.110000610351562,18.415000915527344,408600,17.101043701171875,0.0,0.0
hwkn,2019-04-01,18.5,19.860000610351562,18.5,19.719999313354492,367600,18.312931060791016,0.0,0.0
hwkn,2019-04-08,19.71500015258789,19.8700008392334,18.975000381469727,19.389999389648438,224200,18.00647735595703,0.0,0.0
hwkn,2019-04-15,19.290000915527344,19.760000228881836,19.0,19.5049991607666,109400,18.11326789855957,0.0,0.0
hwkn,2019-04-22,19.559999465942383,19.559999465942383,18.520000457763672,18.860000610351562,297000,17.514297485351562,0.0,0.0
hwkn,2019-04-29,18.78499984741211,20.540000915527344,18.299999237060547,20.2549991607666,333600,18.809755325317383,0.0,0.0
hwkn,2019-05-06,19.885000228881836,20.264999389648438,18.655000686645508,18.989999771118164,278600,17.63501739501953,0.0,0.0
hwkn,2019-05-13,18.600000381469727,20.9950008392334,18.2549991607666,18.360000610351562,132800,17.049970626831055,0.0,0.0
hwkn,2019-05-20,18.170000076293945,18.59000015258789,16.395000457763672,18.010000228881836,267000,16.724943161010742,0.0,0.0
hwkn,2019-05-27,18.014999389648438,18.600000381469727,17.704999923706055,17.780000686645508,213800,16.511354446411133,0.0,0.0
hwkn,2019-06-03,17.790000915527344,19.614999771118164,17.790000915527344,19.19499969482422,221600,17.82539176940918,0.115,0.0
hwkn,2019-06-10,19.415000915527344,20.329999923706055,19.21500015258789,20.100000381469727,325400,18.782573699951172,0.0,0.0
hwkn,2019-06-17,20.145000457763672,20.270000457763672,19.40999984741211,19.90999984741211,523800,18.605022430419922,0.0,0.0
hwkn,2019-06-24,20.030000686645508,21.75,19.78499984741211,21.704999923706055,571800,20.282373428344727,0.0,0.0
hwkn,2019-07-01,21.75,21.825000762939453,20.7549991607666,21.145000457763672,165600,19.759082794189453,0.0,0.0
hwkn,2019-07-08,21.059999465942383,21.5049991607666,20.274999618530273,21.270000457763672,288000,19.875886917114258,0.0,0.0
hwkn,2019-07-15,21.235000610351562,21.8700008392334,20.700000762939453,21.579999923706055,292000,20.165569305419922,0.0,0.0
hwkn,2019-07-22,21.5049991607666,22.485000610351562,21.375,22.09000015258789,295200,20.642141342163086,0.0,0.0
hwkn,2019-07-29,22.100000381469727,23.969999313354492,21.735000610351562,23.454999923706055,560600,21.91767692565918,0.0,0.0
hwkn,2019-08-05,23.010000228881836,23.795000076293945,22.020000457763672,22.049999237060547,481200,20.604761123657227,0.0,0.0
hwkn,2019-08-12,21.959999084472656,22.989999771118164,21.959999084472656,22.93000030517578,339200,21.427085876464844,0.115,0.0
hwkn,2019-08-19,22.670000076293945,23.190000534057617,21.584999084472656,21.704999923706055,319800,20.38488006591797,0.0,0.0
hwkn,2019-08-26,21.950000762939453,22.469999313354492,21.540000915527344,22.174999237060547,199400,20.826290130615234,0.0,0.0
hwkn,2019-09-02,21.860000610351562,23.0,21.25,21.59000015258789,244000,20.27687644958496,0.0,0.0
hwkn,2019-09-09,21.530000686645508,23.190000534057617,21.434999465942383,22.764999389648438,275200,21.380407333374023,0.0,0.0
hwkn,2019-09-16,22.760000228881836,22.760000228881836,21.260000228881836,21.649999618530273,503000,20.333227157592773,0.0,0.0
hwkn,2019-09-23,21.65999984741211,21.93000030517578,20.424999237060547,21.344999313354492,295200,20.046777725219727,0.0,0.0
hwkn,2019-09-30,21.354999542236328,21.8700008392334,19.795000076293945,20.5049991607666,183400,19.25786590576172,0.0,0.0
