symbol,date,open,high,low,close,volume,adjclose
oii,2018-11-12,17.270000457763672,18.079999923706055,17.170000076293945,17.40999984741211,1562600,17.40999984741211
oii,2018-11-19,17.229999542236328,17.719999313354492,16.459999084472656,16.639999389648438,2483500,16.639999389648438
oii,2018-11-26,16.899999618530273,17.579999923706055,16.6200008392334,16.790000915527344,3606200,16.790000915527344
oii,2018-12-03,17.440000534057617,17.6299991607666,15.359999656677246,15.59000015258789,4716400,15.59000015258789
oii,2018-12-10,15.34000015258789,15.859999656677246,14.170000076293945,14.3100004196167,6321700,14.3100004196167
oii,2018-12-17,14.329999923706055,15.050000190734863,11.210000038146973,11.289999961853027,11388500,11.289999961853027
oii,2018-12-24,11.300000190734863,12.460000038146973,10.739999771118164,12.029999732971191,7079200,12.029999732971191
oii,2018-12-31,12.119999885559082,13.8100004196167,11.539999961853027,13.579999923706055,6811200,13.579999923706055
oii,2019-01-07,13.619999885559082,15.850000381469727,13.470000267028809,15.760000228881836,6682800,15.760000228881836
oii,2019-01-14,15.520000457763672,16.110000610351562,14.90999984741211,15.899999618530273,4622600,15.899999618530273
oii,2019-01-21,15.569999694824219,16.290000915527344,14.920000076293945,16.18000030517578,3835800,16.18000030517578
oii,2019-01-28,15.779999732971191,16.15999984741211,15.180000305175781,15.880000114440918,3532500,15.880000114440918
oii,2019-02-04,15.640000343322754,16.09000015258789,14.539999961853027,14.829999923706055,4643600,14.829999923706055
oii,2019-02-11,14.600000381469727,16.729999542236328,14.5,16.649999618530273,6436500,16.649999618530273
oii,2019-02-18,16.389999389648438,16.899999618530273,15.720000267028809,15.800000190734863,4443500,15.800000190734863
oii,2019-02-25,15.789999961853027,16.469999313354492,15.109999656677246,15.470000267028809,6805700,15.470000267028809
oii,2019-03-04,15.550000190734863,15.699999809265137,13.699999809265137,14.069999694824219,6964300,14.069999694824219
oii,2019-03-11,14.15999984741211,16.309999465942383,14.069999694824219,15.8100004196167,7154500,15.8100004196167
oii,2019-03-18,15.84000015258789,17.190000534057617,15.529999732971191,15.5600004196167,4865700,15.5600004196167
oii,2019-03-25,15.449999809265137,16.420000076293945,15.140000343322754,15.770000457763672,4501100,15.770000457763672
oii,2019-04-01,15.930000305175781,16.399999618530273,15.220000267028809,16.360000610351562,5408700,16.360000610351562
oii,2019-04-08,16.479999542236328,17.440000534057617,16.34000015258789,16.81999969482422,4928800,16.81999969482422
oii,2019-04-15,16.690000534057617,17.549999237060547,16.459999084472656,17.25,3402200,17.25
oii,2019-04-22,17.56999969482422,18.239999771118164,16.549999237060547,17.239999771118164,6820200,17.239999771118164
oii,2019-04-29,17.18000030517578,20.0,17.110000610351562,19.149999618530273,7298100,19.149999618530273
oii,2019-05-06,18.8799991607666,19.81999969482422,18.280000686645508,18.709999084472656,5846500,18.709999084472656
oii,2019-05-13,18.399999618530273,19.239999771118164,17.3799991607666,18.420000076293945,4368800,18.420000076293945
oii,2019-05-20,18.329999923706055,18.84000015258789,16.600000381469727,16.790000915527344,4459900,16.790000915527344
oii,2019-05-27,16.829999923706055,17.139999389648438,16.100000381469727,16.399999618530273,3389400,16.399999618530273
oii,2019-06-03,16.549999237060547,17.1200008392334,16.020000457763672,16.530000686645508,5336500,16.530000686645508
oii,2019-06-10,16.520000457763672,17.56999969482422,16.15999984741211,16.6299991607666,5131000,16.6299991607666
oii,2019-06-17,16.579999923706055,20.1299991607666,16.579999923706055,19.1200008392334,6779800,19.1200008392334
oii,2019-06-24,19.06999969482422,20.420000076293945,18.40999984741211,20.389999389648438,6602700,20.389999389648438
oii,2019-07-01,21.290000915527344,21.290000915527344,18.969999313354492,19.850000381469727,3192300,19.850000381469727
oii,2019-07-08,19.729999542236328,20.520000457763672,19.200000762939453,19.549999237060547,6536900,19.549999237060547
oii,2019-07-15,19.610000610351562,19.950000762939453,17.68000030517578,17.899999618530273,6122400,17.899999618530273
oii,2019-07-22,18.110000610351562,19.459999084472656,14.670000076293945,16.079999923706055,9380800,16.079999923706055
oii,2019-07-29,15.789999961853027,16.239999771118164,14.079999923706055,14.390000343322754,8596600,14.390000343322754
oii,2019-08-05,13.84000015258789,13.970000267028809,12.300000190734863,12.350000381469727,5578900,12.350000381469727
oii,2019-08-12,12.220000267028809,13.0,11.380000114440918,12.069999694824219,6203600,12.069999694824219
oii,2019-08-19,12.369999885559082,13.550000190734863,12.199999809265137,12.550000190734863,5809800,12.550000190734863
oii,2019-08-26,12.6899995803833,13.460000038146973,12.0,12.960000038146973,4542200,12.960000038146973
oii,2019-09-02,12.5600004196167,13.640000343322754,12.229999542236328,13.5,4007600,13.5
oii,2019-09-09,13.699999809265137,15.710000038146973,13.619999885559082,14.770000457763672,6152900,14.770000457763672
oii,2019-09-16,15.789999961853027,15.899999618530273,13.65999984741211,13.789999961853027,10527900,13.789999961853027
oii,2019-09-23,13.640000343322754,14.3100004196167,13.15999984741211,13.300000190734863,5960000,13.300000190734863
oii,2019-09-30,13.1899995803833,13.979999542236328,12.760000228881836,13.039999961853027,5420400,13.039999961853027
oii,2019-10-07,13.010000228881836,14.470000267028809,12.1899995803833,14.239999771118164,6022200,14.239999771118164
oii,2019-10-14,13.920000076293945,14.59000015258789,13.220000267028809,13.289999961853027,4971500,13.289999961853027
oii,2019-10-21,13.420000076293945,14.430000305175781,13.359999656677246,13.869999885559082,4924900,13.869999885559082
oii,2019-10-28,14.0,14.9399995803833,13.239999771118164,14.649999618530273,10000900,14.649999618530273
oii,2019-11-04,14.899999618530273,15.300000190734863,13.920000076293945,14.289999961853027,26294800,14.289999961853027
oii,2019-11-11,13.949999809265137,14.420000076293945,13.399999618530273,13.720000267028809,4151800,13.720000267028809
oii,2019-11-18,13.550000190734863,13.859999656677246,13.100000381469727,13.479999542236328,4853800,13.479999542236328
oii,2019-11-25,13.449999809265137,14.050000190734863,13.329999923706055,13.40999984741211,2623600,13.40999984741211
oii,2019-12-02,13.539999961853027,13.8100004196167,12.899999618530273,13.6899995803833,8238600,13.6899995803833
oii,2019-12-09,13.550000190734863,14.84000015258789,13.069999694824219,14.1899995803833,5451300,14.1899995803833
oii,2019-12-16,14.3100004196167,15.260000228881836,14.25,14.75,7983800,14.75
oii,2019-12-23,14.729999542236328,15.40999984741211,14.649999618530273,14.880000114440918,2317900,14.880000114440918
oii,2019-12-30,14.859999656677246,15.40999984741211,14.359999656677246,15.109999656677246,6213900,15.109999656677246
oii,2020-01-06,15.029999732971191,16.0,14.539999961853027,15.960000038146973,6738000,15.960000038146973
