symbol,date,open,high,low,close,volume,adjclose,splits
jill,2018-11-12,23.845508575439453,24.055416107177734,22.879932403564453,23.005876541137695,41042,23.005876541137695,0.0
jill,2018-11-19,23.04785919189453,24.181360244750977,21.704450607299805,22.502098083496094,157116,22.502098083496094,0.0
jill,2018-11-26,22.795970916748047,26.322418212890625,20.780855178833008,25.902603149414062,887842,25.902603149414062,0.0
jill,2018-12-03,26.07052993774414,27.53988265991211,24.0134334564209,25.146934509277344,309518,25.146934509277344,0.0
jill,2018-12-10,25.27288055419922,25.440805435180664,20.151134490966797,20.40302276611328,424734,20.40302276611328,0.0
jill,2018-12-17,20.361040115356445,22.502098083496094,19.059614181518555,20.025188446044922,480592,20.025188446044922,0.0
jill,2018-12-24,19.81528091430664,22.37615394592285,19.81528091430664,21.536523818969727,197492,21.536523818969727,0.0
jill,2018-12-31,21.78841209411621,22.54408073425293,20.822837829589844,21.87237548828125,275431,21.87237548828125,0.0
jill,2019-01-07,21.746431350708008,23.887489318847656,21.6624698638916,23.173803329467773,313161,23.173803329467773,0.0
jill,2019-01-14,23.173803329467773,27.24601173400879,22.75398826599121,26.616289138793945,422329,26.616289138793945,0.0
jill,2019-01-21,26.57430648803711,26.86817741394043,25.69269561767578,26.616289138793945,196157,26.616289138793945,0.0
jill,2019-01-28,26.322418212890625,27.204029083251953,24.391267776489258,24.5172119140625,265546,24.5172119140625,0.0
jill,2019-02-04,24.475231170654297,26.280437469482422,24.349285125732422,25.440805435180664,261663,25.440805435180664,0.0
jill,2019-02-11,25.39882469177246,26.028547286987305,22.670024871826172,23.845508575439453,359586,23.845508575439453,0.0
jill,2019-02-18,23.719562530517578,25.69269561767578,23.551637649536133,25.524768829345703,248132,25.524768829345703,0.0
jill,2019-02-25,25.524768829345703,25.9865665435791,24.349285125732422,25.230897903442383,303586,25.230897903442383,0.0
jill,2019-03-04,25.230897903442383,31.528127670288086,23.92947006225586,29.42905044555664,1717732,29.42905044555664,0.0
jill,2019-03-11,29.3450870513916,30.142736434936523,28.02267074584961,30.01679229736328,1478174,30.01679229736328,0.0
jill,2019-03-18,29.950000762939453,29.950000762939453,25.5,25.549999237060547,848680,25.549999237060547,1.191
jill,2019-03-25,25.5,27.950000762939453,25.149999618530273,27.450000762939453,561460,27.450000762939453,0.0
jill,2019-04-01,27.5,27.75,25.450000762939453,26.5,712680,26.5,0.0
